5	inf
5.55892	inf
6.18032	inf
6.87119	inf
7.63928	inf
8.49323	inf
9.44264	inf
10.4982	inf
11.6717	inf
12.9764	inf
14.427	inf
16.0397	inf
17.8327	inf
19.8261	inf
22.0424	inf
24.5064	inf
27.2458	inf
30.2915	inf
33.6776	inf
37.4422	inf
41.6277	inf
46.281	inf
51.4545	inf
57.2063	inf
63.6011	inf
70.7107	inf
78.615	inf
87.403	2.73272e-25
97.1733	2.98409e-25
108.036	3.26459e-25
120.112	3.57295e-25
133.539	3.91081e-25
148.467	4.28576e-25
165.063	4.71889e-25
183.515	5.20553e-25
204.029	5.7538e-25
226.836	6.3802e-25
252.193	7.09273e-25
280.384	7.90221e-25
311.726	8.82742e-25
346.572	9.88886e-25
385.314	1.11078e-24
428.386	1.25116e-24
476.273	1.41331e-24
529.513	1.60073e-24
588.704	1.8178e-24
654.512	2.07011e-24
727.676	2.36411e-24
809.019	2.7071e-24
899.455	3.10814e-24
1000	3.57827e-24
