5	3.15968e-25
5.27206	3.5046e-25
5.55892	3.88333e-25
5.86139	4.29737e-25
6.18032	4.74753e-25
6.51661	5.23359e-25
6.87119	5.75403e-25
7.24506	6.30565e-25
7.63928	6.88328e-25
8.05495	7.47964e-25
8.49323	8.08529e-25
8.95537	8.68892e-25
9.44264	9.27786e-25
9.95644	9.83891e-25
10.4982	1.03705e-24
11.0694	1.08579e-24
11.6717	1.12937e-24
12.3068	1.16738e-24
12.9764	1.19977e-24
13.6825	1.22679e-24
14.427	1.24896e-24
15.212	1.26701e-24
16.0397	1.28178e-24
16.9125	1.29422e-24
17.8327	1.3053e-24
18.803	1.31599e-24
19.8261	1.32725e-24
20.9049	1.34002e-24
22.0424	1.35524e-24
23.2417	1.37389e-24
24.5064	1.39702e-24
25.8398	1.40591e-24
27.2458	1.40457e-24
28.7283	1.40428e-24
30.2915	1.40533e-24
31.9397	1.40796e-24
33.6776	1.41239e-24
35.51	1.41884e-24
37.4422	1.42751e-24
39.4795	1.43862e-24
41.6277	1.45242e-24
43.8927	1.46918e-24
46.281	1.4892e-24
48.7992	1.51284e-24
51.4545	1.53024e-24
54.2542	1.54133e-24
57.2063	1.5544e-24
60.319	1.56958e-24
63.6011	1.58702e-24
67.0617	1.60689e-24
70.7107	1.62938e-24
74.5582	1.65471e-24
78.615	1.68313e-24
82.8926	1.70956e-24
87.403	1.73516e-24
92.1587	1.7629e-24
97.1733	1.791e-24
102.461	1.81967e-24
108.036	1.84836e-24
113.914	1.87985e-24
120.112	1.91438e-24
126.648	1.95216e-24
133.539	1.99337e-24
140.805	2.03822e-24
148.467	2.08691e-24
156.545	2.13339e-24
165.063	2.18181e-24
174.044	2.23383e-24
183.515	2.28691e-24
193.5	2.34308e-24
204.029	2.40231e-24
215.13	2.46409e-24
226.836	2.5307e-24
239.178	2.60275e-24
252.193	2.67998e-24
265.915	2.75884e-24
280.384	2.84486e-24
295.64	2.93888e-24
311.726	3.04163e-24
328.688	3.15361e-24
346.572	3.27478e-24
365.43	3.39861e-24
385.314	3.52692e-24
406.279	3.65788e-24
428.386	3.78728e-24
451.695	3.91006e-24
476.273	4.02084e-24
502.188	4.11425e-24
529.513	4.18191e-24
558.325	4.22848e-24
588.704	4.25502e-24
620.737	4.26457e-24
654.512	4.26158e-24
690.125	4.25122e-24
727.676	4.23879e-24
767.27	4.22882e-24
809.019	4.2262e-24
853.039	4.23528e-24
899.455	4.259e-24
948.396	4.29978e-24
1000	4.35965e-24
