5	inf
5.27206	inf
5.55892	inf
5.86139	inf
6.18032	inf
6.51661	inf
6.87119	inf
7.24506	inf
7.63928	inf
8.05495	inf
8.49323	inf
8.95537	inf
9.44264	inf
9.95644	inf
10.4982	inf
11.0694	inf
11.6717	inf
12.3068	inf
12.9764	inf
13.6825	inf
14.427	inf
15.212	inf
16.0397	inf
16.9125	inf
17.8327	inf
18.803	inf
19.8261	inf
20.9049	inf
22.0424	inf
23.2417	inf
24.5064	inf
25.8398	inf
27.2458	inf
28.7283	inf
30.2915	inf
31.9397	inf
33.6776	inf
35.51	inf
37.4422	inf
39.4795	inf
41.6277	inf
43.8927	inf
46.281	inf
48.7992	inf
51.4545	inf
54.2542	inf
57.2063	inf
60.319	inf
63.6011	inf
67.0617	inf
70.7107	inf
74.5582	inf
78.615	inf
82.8926	9.28002e-24
87.403	9.7349e-24
92.1587	1.02291e-23
97.1733	1.07589e-23
102.461	1.13082e-23
108.036	1.18704e-23
113.914	1.24718e-23
120.112	1.31134e-23
126.648	1.37957e-23
133.539	1.45191e-23
140.805	1.52842e-23
148.467	1.60904e-23
156.545	1.69277e-23
165.063	1.78082e-23
174.044	1.87348e-23
183.515	1.96983e-23
193.5	2.07062e-23
204.029	2.17618e-23
215.13	2.28668e-23
226.836	2.40267e-23
239.178	2.52429e-23
252.193	2.65159e-23
265.915	2.78471e-23
280.384	2.9242e-23
295.64	3.07033e-23
311.726	3.22347e-23
328.688	3.38398e-23
346.572	3.55219e-23
365.43	3.72943e-23
385.314	3.9157e-23
406.279	4.11143e-23
428.386	4.31719e-23
451.695	4.53397e-23
476.273	4.76219e-23
502.188	5.00271e-23
529.513	5.25609e-23
558.325	5.52354e-23
588.704	5.80619e-23
620.737	6.10483e-23
654.512	6.42063e-23
690.125	6.75497e-23
727.676	7.10942e-23
767.27	7.48559e-23
809.019	7.88533e-23
853.039	8.31014e-23
899.455	8.76129e-23
948.396	9.24158e-23
1000	9.75262e-23
